Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_etree,log10_H2_etree,log10_O2_etree,log10_N2_etree,log10_CO2_etree,log10_CH4_etree
Carbon Molecular Sieves,CMS,Carbonized polymer at 300C,62,,4.2,0.94,11.8,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,1.792391689,,0.62324929,-0.026872146,1.071882007,,1.792391689,1.699653523,0.62324929,-0.026872146,1.071882007,-0.306615078,1.792391689,1.569233361,0.62324929,-0.026872146,1.071882007,-0.215192189
Carbon Molecular Sieves,CMS,Carbonized polymer at 400C,42,,3.8,0.86,11.2,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,1.62324929,,0.579783597,-0.065501549,1.049218023,,1.62324929,1.565742855,0.579783597,-0.065501549,1.049218023,-0.225629562,1.62324929,1.476503301,0.579783597,-0.065501549,1.049218023,-0.252149561
Carbon Molecular Sieves,CMS,Carbonized polymer at 560C,158,,28,7.4,74,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,2.198657087,,1.447158031,0.86923172,1.86923172,,2.198657087,2.24429015,1.447158031,0.86923172,1.86923172,0.785393968,2.198657087,2.191072178,1.447158031,0.86923172,1.86923172,0.727320144
Carbon Molecular Sieves,CMS,Carbonized polymer at 580C,220,,44,12,98,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,2.342422681,,1.643452676,1.079181246,1.991226076,,2.342422681,2.397234001,1.643452676,1.079181246,1.991226076,0.993248992,2.342422681,2.202805886,1.643452676,1.079181246,1.991226076,1.103959344
Carbon Molecular Sieves,CMS,Carbonized polymer at 600C,220,,56,17.4,118,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,2.342422681,,1.748188027,1.240549248,2.071882007,,2.342422681,2.412701826,1.748188027,1.240549248,2.071882007,1.222577103,2.342422681,2.212816049,1.748188027,1.240549248,2.071882007,1.104062755
Carbon Molecular Sieves,CMS,Carbonized polymer at 625C,240,,64,19.4,136,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,2.380211242,,1.806179974,1.28780173,2.133538908,,2.380211242,2.462967395,1.806179974,1.28780173,2.133538908,1.276023112,2.380211242,2.277818553,1.806179974,1.28780173,2.133538908,1.094761873
Carbon Molecular Sieves,CMS,Carbonized polymer at 650C,220,,34,8.4,84,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,2.342422681,,1.531478917,0.924279286,1.924279286,,2.342422681,2.379079199,1.531478917,0.924279286,1.924279286,0.768373641,2.342422681,2.172758507,1.531478917,0.924279286,1.924279286,0.80556724
Carbon Molecular Sieves,CMS,Carbonized polymer at 700C,36,,0.48,0.13,1.36,,,Okamoto,http://dx.doi.org/10.1021/ie990209p,1.556302501,,-0.318758763,-0.886056648,0.133538908,,1.556302501,1.190551517,-0.318758763,-0.886056648,0.133538908,-1.586619334,1.556302501,1.060549053,-0.318758763,-0.886056648,0.133538908,-1.266445396
Cellulosic Polymers,,Ethyl cellulose,,54.4,11.9,3.18,67.7,6.1,,Li 2001,http://www.sciencedirect.com/science/article/pii/S0032386101001215,,1.7355989,1.075546961,0.50242712,1.830588669,0.785329835,1.590613582,1.7355989,1.075546961,0.50242712,1.830588669,0.785329835,1.580075848,1.7355989,1.075546961,0.50242712,1.830588669,0.785329835
Cellulosic Polymers,,Ethyl cellulose,53,76,18,5,110,12,,Khan 2006,http://dx.doi.org/10.1021/ma060601w,1.72427587,1.880813592,1.255272505,0.698970004,2.041392685,1.079181246,1.72427587,1.880813592,1.255272505,0.698970004,2.041392685,1.079181246,1.72427587,1.880813592,1.255272505,0.698970004,2.041392685,1.079181246
Cellulosic Polymers,,Cellulose acetate,,,0.8,,2.4,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X,,,-0.096910013,,0.380211242,,1.13366724,1.024007845,-0.096910013,-0.873345859,0.380211242,-1.063054893,0.575474681,0.671532078,-0.096910013,-0.969149497,0.380211242,-1.247259818
Cellulosic Polymers,,Cellulose acetate,,14.9,1.05,0.231,5.96,0.205,,Li 1995,http://dx.doi.org/10.1002/app.1995.070580906,,1.173186268,0.021189299,-0.63638802,0.77524626,-0.688246139,1.183070926,1.173186268,0.021189299,-0.63638802,0.77524626,-0.688246139,1.123339785,1.173186268,0.021189299,-0.63638802,0.77524626,-0.688246139
Cellulosic Polymers,,Cellulose acetate (DS = 1.75),9.34,6.05,0.32,0.057,1.84,0.052,,Puleo 1989,http://www.sciencedirect.com/science/article/pii/S0376738800830835,0.970346876,0.781755375,-0.494850022,-1.244125144,0.264817823,-1.283996656,0.970346876,0.781755375,-0.494850022,-1.244125144,0.264817823,-1.283996656,0.970346876,0.781755375,-0.494850022,-1.244125144,0.264817823,-1.283996656
Cellulosic Polymers,,Cellulose acetate (DS = 2.45),16,12,0.82,0.15,4.75,0.15,,Puleo 1989,http://www.sciencedirect.com/science/article/pii/S0376738800830835,1.204119983,1.079181246,-0.086186148,-0.823908741,0.67669361,-0.823908741,1.204119983,1.079181246,-0.086186148,-0.823908741,0.67669361,-0.823908741,1.204119983,1.079181246,-0.086186148,-0.823908741,0.67669361,-0.823908741
Cellulosic Polymers,,Cellulose acetate (DS = 2.84),19.6,15.5,1.46,0.23,6.56,0.2,,Puleo 1989,http://www.sciencedirect.com/science/article/pii/S0376738800830835,1.292256071,1.190331698,0.164352856,-0.638272164,0.816903839,-0.698970004,1.292256071,1.190331698,0.164352856,-0.638272164,0.816903839,-0.698970004,1.292256071,1.190331698,0.164352856,-0.638272164,0.816903839,-0.698970004
Cellulosic Polymers,,Cellulose nitrate,,2,0.6,0.12,,,,Bixler 1971,http://books.google.com.au/books?id=Hc6ioeRc7p8C&lpg=PA305&ots=p1TsIRrlt7&dq=Bixler%20Sweeting%20polymer%20films&pg=PA305,,0.301029996,-0.22184875,-0.920818754,,,0.366099026,0.301029996,-0.22184875,-0.920818754,0.476244365,-0.581990611,0.325898879,0.301029996,-0.22184875,-0.920818754,0.506213646,-0.915449327
Cellulosic Polymers,,Ethyl Cellulose 1 (49 wt% ethoxy),47,68,15,4.3,91,9.2,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,1.672097858,1.832508913,1.176091259,0.633468456,1.959041392,0.963787827,1.672097858,1.832508913,1.176091259,0.633468456,1.959041392,0.963787827,1.672097858,1.832508913,1.176091259,0.633468456,1.959041392,0.963787827
Cellulosic Polymers,EC-1 + 0.31 DS carbamate,,57,75,17,4.7,100,10.5,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,1.755874856,1.875061263,1.230448921,0.672097858,2,1.021189299,1.755874856,1.875061263,1.230448921,0.672097858,2,1.021189299,1.755874856,1.875061263,1.230448921,0.672097858,2,1.021189299
Cellulosic Polymers,,Ethyl Cellulose 2 (45.6 wt% ethoxy),41,59,13,3.5,80,7.5,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,1.612783857,1.770852012,1.113943352,0.544068044,1.903089987,0.875061263,1.612783857,1.770852012,1.113943352,0.544068044,1.903089987,0.875061263,1.612783857,1.770852012,1.113943352,0.544068044,1.903089987,0.875061263
Cellulosic Polymers,EC-2 + 0.5 DS carbamate,,51,71,15,3.9,89,8.4,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,1.707570176,1.851258349,1.176091259,0.591064607,1.949390007,0.924279286,1.707570176,1.851258349,1.176091259,0.591064607,1.949390007,0.924279286,1.707570176,1.851258349,1.176091259,0.591064607,1.949390007,0.924279286
Cellulosic Polymers,,Cellulose acetate 3 (36.7 wt% acetyl),15,12,0.67,0.14,4.6,0.15,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,1.176091259,1.079181246,-0.173925197,-0.853871964,0.662757832,-0.823908741,1.176091259,1.079181246,-0.173925197,-0.853871964,0.662757832,-0.823908741,1.176091259,1.079181246,-0.173925197,-0.853871964,0.662757832,-0.823908741
Cellulosic Polymers,CA-3 + 0.54 DS carbamate,,27,26,3.1,0.66,19,0.83,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,1.431363764,1.414973348,0.491361694,-0.180456064,1.278753601,-0.080921908,1.431363764,1.414973348,0.491361694,-0.180456064,1.278753601,-0.080921908,1.431363764,1.414973348,0.491361694,-0.180456064,1.278753601,-0.080921908
Cellulosic Polymers,,Cellulose acetate 4 (26.9 wt% acetyl),8.4,5.7,0.28,0.044,1.7,0.045,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,0.924279286,0.755874856,-0.552841969,-1.356547324,0.230448921,-1.346787486,0.924279286,0.755874856,-0.552841969,-1.356547324,0.230448921,-1.346787486,0.924279286,0.755874856,-0.552841969,-1.356547324,0.230448921,-1.346787486
Cellulosic Polymers,CA-4 + 1.20 DS carbamate,,34,36,5.5,1.3,38,1.97,,Khan 2008,http://www.sciencedirect.com/science/article/pii/S0376738808000227,1.531478917,1.556302501,0.740362689,0.113943352,1.579783597,0.294466226,1.531478917,1.556302501,0.740362689,0.113943352,1.579783597,0.294466226,1.531478917,1.556302501,0.740362689,0.113943352,1.579783597,0.294466226
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (as cast),2.78,2.51,0.12,0.017,0.67,0.005,,Chang 1996,http://dx.doi.org/10.1002/(SICI)1097-4628(19961128)62:9%3C1427::AID-APP12%3E3.0.CO;2-W,0.444044796,0.399673721,-0.920818754,-1.769551079,-0.173925197,-2.301029996,0.444044796,0.399673721,-0.920818754,-1.769551079,-0.173925197,-2.301029996,0.444044796,0.399673721,-0.920818754,-1.769551079,-0.173925197,-2.301029996
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (HCl doped),0.319,0.121,0.016,,0.034,,,Chang 1996,http://dx.doi.org/10.1002/(SICI)1097-4628(19961128)62:9%3C1427::AID-APP12%3E3.0.CO;2-W,-0.496209317,-0.91721463,-1.795880017,,-1.468521083,,-0.496209317,-0.91721463,-1.795880017,-2.438918593,-1.468521083,-2.441542397,-0.496209317,-0.91721463,-1.795880017,-3.062405729,-1.468521083,-3.246505085
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (undoped),3.66,3.14,0.135,0.01,0.771,,,Chang 1996,http://dx.doi.org/10.1002/(SICI)1097-4628(19961128)62:9%3C1427::AID-APP12%3E3.0.CO;2-W,0.563481085,0.496929648,-0.869666232,-2,-0.112945622,,0.563481085,0.496929648,-0.869666232,-2,-0.112945622,-2.187262817,0.563481085,0.496929648,-0.869666232,-2,-0.112945622,-2.124030457
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (as cast),,1.477,0.088,0.009,0.291,,,Illing 2005,http://www.sciencedirect.com/science/article/pii/S0376738805000402,,0.169380495,-1.055517328,-2.045757491,-0.536107011,,0.367275938,0.169380495,-1.055517328,-2.045757491,-0.536107011,-2.237266984,0.307564015,0.169380495,-1.055517328,-2.045757491,-0.536107011,-2.176198572
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (redoped),,1.753,0.052,0.0059,0.076,,,Illing 2005,http://www.sciencedirect.com/science/article/pii/S0376738805000402,,0.243781916,-1.283996656,-2.229147988,-1.119186408,,0.587737505,0.243781916,-1.283996656,-2.229147988,-1.119186408,-2.769031256,0.385096165,0.243781916,-1.283996656,-2.229147988,-1.119186408,-2.398728251
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (annealed),,3.707,0.121,0.019,0.476,0.013,,Rebattet 1995,http://dx.doi.org/10.1002/app.1995.070571307,,0.569022586,-0.91721463,-1.721246399,-0.322393047,-1.886056648,0.684225633,0.569022586,-0.91721463,-1.721246399,-0.322393047,-1.886056648,0.663863318,0.569022586,-0.91721463,-1.721246399,-0.322393047,-1.886056648
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (doped),,0.29,0.01,0.004,0.035,0.003,,Rebattet 1995,http://dx.doi.org/10.1002/app.1995.070571307,,-0.537602002,-2,-2.397940009,-1.455931956,-2.522878745,-0.190538706,-0.537602002,-2,-2.397940009,-1.455931956,-2.522878745,-0.196274698,-0.537602002,-2,-2.397940009,-1.455931956,-2.522878745
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (undoped),,4.53,0.15,0.016,0.568,0.011,,Rebattet 1995,http://dx.doi.org/10.1002/app.1995.070571307,,0.656098202,-0.823908741,-1.795880017,-0.245651664,-1.958607315,0.734193605,0.656098202,-0.823908741,-1.795880017,-0.245651664,-1.958607315,0.704557082,0.656098202,-0.823908741,-1.795880017,-0.245651664,-1.958607315
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (redoped),,4.35,0.142,0.01,0.547,0.007,,Rebattet 1995,http://dx.doi.org/10.1002/app.1995.070571307,,0.638489257,-0.847711656,-2,-0.262012674,-2.15490196,0.68753064,0.638489257,-0.847711656,-2,-0.262012674,-2.15490196,0.745822171,0.638489257,-0.847711656,-2,-0.262012674,-2.15490196
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline (emeraldine base),4.29,4.38,0.151,0.0165,0.72,0.0078,,Wang 1999,http://www.sciencedirect.com/science/article/pii/S0379677998010571,0.632457292,0.641474111,-0.821023053,-1.782516056,-0.142667504,-2.107905397,0.632457292,0.641474111,-0.821023053,-1.782516056,-0.142667504,-2.107905397,0.632457292,0.641474111,-0.821023053,-1.782516056,-0.142667504,-2.107905397
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline-NO3 doped,,,0.129,0.0087,0.401,0.0073,,Kuwabata 1994,http://www.sciencedirect.com/science/article/pii/0376738894000107,,,-0.88941029,-2.060480747,-0.396855627,-2.13667714,0.535508669,0.465652947,-0.88941029,-2.060480747,-0.396855627,-2.13667714,0.882356586,0.639079904,-0.88941029,-2.060480747,-0.396855627,-2.13667714
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline-CL doped,,,0.142,0.0096,0.462,0.0089,,Kuwabata 1994,http://www.sciencedirect.com/science/article/pii/0376738894000107,,,-0.847711656,-2.017728767,-0.335358024,-2.050609993,0.534633086,0.484588276,-0.847711656,-2.017728767,-0.335358024,-2.050609993,0.824909436,0.688101806,-0.847711656,-2.017728767,-0.335358024,-2.050609993
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyaniline,4.15,3.66,0.19,0.03,0.91,,,Chang 1996,http://dx.doi.org/10.1002/(SICI)1097-4628(19961128)62:9%3C1427::AID-APP12%3E3.0.CO;2-W,0.618048097,0.563481085,-0.721246399,-1.522878745,-0.040958608,,0.618048097,0.563481085,-0.721246399,-1.522878745,-0.040958608,-1.616748636,0.618048097,0.563481085,-0.721246399,-1.522878745,-0.040958608,-1.669763386
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polymethoxyaniline,6.19,6.04,0.202,0.047,1.06,,,Chang 1996,http://dx.doi.org/10.1002/(SICI)1097-4628(19961128)62:9%3C1427::AID-APP12%3E3.0.CO;2-W,0.791690649,0.781036939,-0.694648631,-1.327902142,0.025305865,,0.791690649,0.781036939,-0.694648631,-1.327902142,0.025305865,-1.478661728,0.791690649,0.781036939,-0.694648631,-1.327902142,0.025305865,-1.58944075
Conjugated Polymers (excl. subst. acetylenes/propynes),,Polyethoxyaniline,9.73,8.1,0.62,0.107,2.22,,,Chang 1996,http://dx.doi.org/10.1002/(SICI)1097-4628(19961128)62:9%3C1427::AID-APP12%3E3.0.CO;2-W,0.98811284,0.908485019,-0.207608311,-0.970616222,0.346352974,,0.98811284,0.908485019,-0.207608311,-0.970616222,0.346352974,-1.089706238,0.98811284,0.908485019,-0.207608311,-0.970616222,0.346352974,-1.022161948
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(N-methylpyrrole),,,2.04,0.33,6.9,0.22,,Liang 1991,http://dx.doi.org/10.1021/cm00015a007,,,0.309630167,-0.48148606,0.838849091,-0.657577319,1.422145151,1.378220418,0.309630167,-0.48148606,0.838849091,-0.657577319,1.408296223,1.410239818,0.309630167,-0.48148606,0.838849091,-0.657577319
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(N-methyl pyrrole) NO3 doped,,,1.26,0.16,2.82,0.17,,Liang 1991,http://dx.doi.org/10.1021/cm00015a007,,,0.100370545,-0.795880017,0.450249108,-0.769551079,1.162036628,1.147607146,0.100370545,-0.795880017,0.450249108,-0.769551079,1.191146928,1.195971545,0.100370545,-0.795880017,0.450249108,-0.769551079
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(3-dodecyl thiophene),,,20.2,9.4,88.2,,,Musselman 1999,http://www.sciencedirect.com/science/article/pii/S0376738898001276,,,1.305351369,0.973127854,1.945468585,,1.835290879,1.904413013,1.305351369,0.973127854,1.945468585,1.139764482,2.193531391,2.182134437,1.305351369,0.973127854,1.945468585,0.888611992
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(phenylene vinylene) 3b,,,6.6,1.8,24,,,Sakaguchi 2010,http://dx.doi.org/10.1002/app.32135,,,0.819543936,0.255272505,1.380211242,,1.636487537,1.648980115,0.819543936,0.255272505,1.380211242,0.25587199,1.682384831,1.572559956,0.819543936,0.255272505,1.380211242,0.11049245
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(phenylene vinylene) 3c,,,6.5,1.5,26,,,Sakaguchi 2010,http://dx.doi.org/10.1002/app.32135,,,0.812913357,0.176091259,1.414973348,,1.646867077,1.681354915,0.812913357,0.176091259,1.414973348,0.166789086,1.689832334,1.680503171,0.812913357,0.176091259,1.414973348,0.048103201
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(phenylene vinylene) 3d,,,3.5,1.1,14,,,Sakaguchi 2010,http://dx.doi.org/10.1002/app.32135,,,0.544068044,0.041392685,1.146128036,,1.401969982,1.377740602,0.544068044,0.041392685,1.146128036,0.067320272,1.550880528,1.48834051,0.544068044,0.041392685,1.146128036,0.054956072
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(phenylene vinylene) 3e,,,12,3.9,60,,,Sakaguchi 2010,http://dx.doi.org/10.1002/app.32135,,,1.079181246,0.591064607,1.77815125,,1.724031655,1.801601941,1.079181246,0.591064607,1.77815125,0.70706062,1.654909835,1.770021749,1.079181246,0.591064607,1.77815125,0.802017144
Conjugated Polymers (excl. subst. acetylenes/propynes),,Poly(phenylene vinylene) 3f,,,12,4.5,61,,,Sakaguchi 2010,http://dx.doi.org/10.1002/app.32135,,,1.079181246,0.653212514,1.785329835,,1.693451687,1.76361451,1.079181246,0.653212514,1.785329835,0.797747292,1.681776481,1.780641415,1.079181246,0.653212514,1.785329835,0.792210811
High Temperature Polymers,,Polytriazole,14,,1.16,0.14,5.2,0.09,,Gebben 1989,http://www.sciencedirect.com/science/article/pii/S0376738800811680,1.146128036,,0.064457989,-0.853871964,0.716003344,-1.045757491,1.146128036,1.133155691,0.064457989,-0.853871964,0.716003344,-1.045757491,1.146128036,1.173129075,0.064457989,-0.853871964,0.716003344,-1.045757491
High Temperature Polymers,,Polybenzoxazinoneimide (1),,2.56,0.082,0.0053,0.26,,,Polotskaya 2005,http://www.sciencedirect.com/science/article/pii/S0032386105002314,,0.408239965,-1.086186148,-2.27572413,-0.585026652,,0.5881997,0.408239965,-1.086186148,-2.27572413,-0.585026652,-2.663864255,0.517026457,0.408239965,-1.086186148,-2.27572413,-0.585026652,-2.423130239
High Temperature Polymers,PIM-1 heterocyclic polymer,,660,1300,370,92,2300,125,,Budd 2005,http://www.sciencedirect.com/science/article/B6TGK-4FGX5C5-1/2/83c20ddad8097af6df788d80ee1a45a2,2.819543936,3.113943352,2.568201724,1.963787827,3.361727836,2.096910013,2.819543936,3.113943352,2.568201724,1.963787827,3.361727836,2.096910013,2.819543936,3.113943352,2.568201724,1.963787827,3.361727836,2.096910013
High Temperature Polymers,PIM-7 heterocyclic polymer,,440,860,190,42,1100,62,,Budd 2005,http://www.sciencedirect.com/science/article/B6TGK-4FGX5C5-1/2/83c20ddad8097af6df788d80ee1a45a2,2.643452676,2.934498451,2.278753601,1.62324929,3.041392685,1.792391689,2.643452676,2.934498451,2.278753601,1.62324929,3.041392685,1.792391689,2.643452676,2.934498451,2.278753601,1.62324929,3.041392685,1.792391689
High Temperature Polymers,PIM-1 heterocyclic polymer,,760,1630,580,180,4390,310,,Budd 2008,http://www.sciencedirect.com/science/article/pii/S0376738808008284,2.880813592,3.212187604,2.763427994,2.255272505,3.64246452,2.491361694,2.880813592,3.212187604,2.763427994,2.255272505,3.64246452,2.491361694,2.880813592,3.212187604,2.763427994,2.255272505,3.64246452,2.491361694
High Temperature Polymers,PIM-1,,740,1600,530,155,3700,240,,Budd 2008,http://www.sciencedirect.com/science/article/pii/S0376738808008284,2.86923172,3.204119983,2.72427587,2.190331698,3.568201724,2.380211242,2.86923172,3.204119983,2.72427587,2.190331698,3.568201724,2.380211242,2.86923172,3.204119983,2.72427587,2.190331698,3.568201724,2.380211242
High Temperature Polymers,PIM-1,,,,1133,353,5366,,,Du 2008,http://dx.doi.org/10.1021/ma801858d,,,3.05422991,2.547774705,3.729650668,,3.10363971,3.458454261,3.05422991,2.547774705,3.729650668,2.784184602,3.013290397,3.380098647,3.05422991,2.547774705,3.729650668,2.791771131
High Temperature Polymers,TFMPSPIM1,,,,156,33,731,,,Du 2008,http://dx.doi.org/10.1021/ma801858d,,,2.193124598,1.51851394,2.863917377,,2.58654453,2.843043787,2.193124598,1.51851394,2.863917377,1.624150272,2.572147371,2.832696246,2.193124598,1.51851394,2.863917377,1.63216109
High Temperature Polymers,TFMPSPIM2,,,,308,75,1476,,,Du 2008,http://dx.doi.org/10.1021/ma801858d,,,2.488550717,1.875061263,3.169086357,,2.759026013,3.051074039,2.488550717,1.875061263,3.169086357,2.030861256,2.517515805,2.791952258,2.488550717,1.875061263,3.169086357,2.226001336
High Temperature Polymers,TFMPSPIM3,,,,561,158,2841,,,Du 2008,http://dx.doi.org/10.1021/ma801858d,,,2.748962861,2.198657087,3.453471234,,2.900520675,3.226903876,2.748962861,2.198657087,3.453471234,2.409814771,2.812108126,3.182164377,2.748962861,2.198657087,3.453471234,2.441332988
High Temperature Polymers,TFMPSPIM4,,,,737,217,3616,,,Du 2008,http://dx.doi.org/10.1021/ma801858d,,,2.867467488,2.336459734,3.558228422,,2.979385105,3.315753583,2.867467488,2.336459734,3.558228422,2.557160813,2.959150779,3.34052484,2.867467488,2.336459734,3.558228422,2.587341661
High Temperature Polymers,PIM-PI-1,,260,530,150,47,1100,77,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.414973348,2.72427587,2.176091259,1.672097858,3.041392685,1.886490725,2.414973348,2.72427587,2.176091259,1.672097858,3.041392685,1.886490725,2.414973348,2.72427587,2.176091259,1.672097858,3.041392685,1.886490725
High Temperature Polymers,PIM-PI-2,,160,220,39,9,210,9,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.204119983,2.342422681,1.591064607,0.954242509,2.322219295,0.954242509,2.204119983,2.342422681,1.591064607,0.954242509,2.322219295,0.954242509,2.204119983,2.342422681,1.591064607,0.954242509,2.322219295,0.954242509
High Temperature Polymers,PIM-PI-3,,190,360,85,23,520,27,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.278753601,2.556302501,1.929418926,1.361727836,2.716003344,1.431363764,2.278753601,2.556302501,1.929418926,1.361727836,2.716003344,1.431363764,2.278753601,2.556302501,1.929418926,1.361727836,2.716003344,1.431363764
High Temperature Polymers,PIM-PI-4,,205,300,64,16,420,20,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.311753861,2.477121255,1.806179974,1.204119983,2.62324929,1.301029996,2.311753861,2.477121255,1.806179974,1.204119983,2.62324929,1.301029996,2.311753861,2.477121255,1.806179974,1.204119983,2.62324929,1.301029996
High Temperature Polymers,PIM-PI-7,,190,350,77,19,510,27,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.278753601,2.544068044,1.886490725,1.278753601,2.707570176,1.431363764,2.278753601,2.544068044,1.886490725,1.278753601,2.707570176,1.431363764,2.278753601,2.544068044,1.886490725,1.278753601,2.707570176,1.431363764
High Temperature Polymers,PIM-PI-8i,,660,1600,545,160,3700,260,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.819543936,3.204119983,2.736396502,2.204119983,3.568201724,2.414973348,2.819543936,3.204119983,2.736396502,2.204119983,3.568201724,2.414973348,2.819543936,3.204119983,2.736396502,2.204119983,3.568201724,2.414973348
High Temperature Polymers,PIM-PI-8ii,,425,1020,320,100,2270,170,,Ghanem 2009,http://dx.doi.org/10.1021/ma901430q,2.62838893,3.008600172,2.505149978,2,3.356025857,2.230448921,2.62838893,3.008600172,2.505149978,2,3.356025857,2.230448921,2.62838893,3.008600172,2.505149978,2,3.356025857,2.230448921
High Temperature Polymers,PIM-1,,1368,3580,1790,727,8319,,,Du 2009,http://dx.doi.org/10.1021/ma9009017,3.136086097,3.553883027,3.252853031,2.861534411,3.920071124,,3.136086097,3.553883027,3.252853031,2.861534411,3.920071124,3.224348206,3.136086097,3.553883027,3.252853031,2.861534411,3.920071124,3.083417691
High Temperature Polymers,Carboxylated PIM (120C/1/hr),,616,1540,534,162,2543,,,Du 2009,http://dx.doi.org/10.1021/ma9009017,2.789580712,3.187520721,2.727541257,2.209515015,3.40534636,,2.789580712,3.187520721,2.727541257,2.209515015,3.40534636,2.532557052,2.789580712,3.187520721,2.727541257,2.209515015,3.40534636,2.46884677
High Temperature Polymers,PBO-PI 0/100,,23.6,14.3,0.72,0.09,2.7,0.03,,Jung 2010,http://www.sciencedirect.com/science/article/pii/S0376738810000141,1.372912003,1.155336037,-0.142667504,-1.045757491,0.431363764,-1.522878745,1.372912003,1.155336037,-0.142667504,-1.045757491,0.431363764,-1.522878745,1.372912003,1.155336037,-0.142667504,-1.045757491,0.431363764,-1.522878745
High Temperature Polymers,PBO-PI 20/80,,29.8,38.2,2.2,0.4,11.4,0.3,,Jung 2010,http://www.sciencedirect.com/science/article/pii/S0376738810000141,1.474216264,1.582063363,0.342422681,-0.397940009,1.056904851,-0.522878745,1.474216264,1.582063363,0.342422681,-0.397940009,1.056904851,-0.522878745,1.474216264,1.582063363,0.342422681,-0.397940009,1.056904851,-0.522878745
High Temperature Polymers,PBO-PI 50/50,,42.1,47.1,4.8,0.82,25.3,0.65,,Jung 2010,http://www.sciencedirect.com/science/article/pii/S0376738810000141,1.624282096,1.673020907,0.681241237,-0.086186148,1.403120521,-0.187086643,1.624282096,1.673020907,0.681241237,-0.086186148,1.403120521,-0.187086643,1.624282096,1.673020907,0.681241237,-0.086186148,1.403120521,-0.187086643
High Temperature Polymers,PBO-PI 80/20,,479,623,90,18,389,14,,Jung 2010,http://www.sciencedirect.com/science/article/pii/S0376738810000141,2.680335513,2.794488047,1.954242509,1.255272505,2.589949601,1.146128036,2.680335513,2.794488047,1.954242509,1.255272505,2.589949601,1.146128036,2.680335513,2.794488047,1.954242509,1.255272505,2.589949601,1.146128036
High Temperature Polymers,PBO-PI 100/0,,857,1228,220,48,1014,41,,Jung 2010,http://www.sciencedirect.com/science/article/pii/S0376738810000141,2.932980822,3.089198367,2.342422681,1.681241237,3.006037955,1.612783857,2.932980822,3.089198367,2.342422681,1.681241237,3.006037955,1.612783857,2.932980822,3.089198367,2.342422681,1.681241237,3.006037955,1.612783857
